bond_id,cusip,match_method,match_score,n_candidates,n_name_matches,finra_issuer_name,isin,nport_balance,nport_pctVal,Name,Par Value,par_ratio_nport_over_ishares
1496,438516CM6,coupon_maturity_name,1.0,1,1,HONEYWELL INTERNATIONAL,US438516CM68,8461000.0,0.027792500923,HONEYWELL INTERNATIONAL INC,9399000,0.9002021491648048
1497,87612EBA3,coupon_maturity_name,1.0,1,1,TARGET CORP,US87612EBA38,9581000.0,0.026905848553,TARGET CORPORATION,11072000,0.8653359826589595
1498,35177PAX5,coupon_maturity_name,1.0,1,1,ORANGE SA,US35177PAX50,7186000.0,0.023419115752,ORANGE SA,9548000,0.7526183493925429
1499,20030NEC1,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NEC11,7165000.0,0.023786121539,COMCAST CORPORATION,9214000,0.7776210115042327
1500,345397J38,coupon_maturity_name,1.0,1,1,FORD MOTOR CREDIT CO LLC,US345397J382,6974000.0,0.023352309245,FORD MOTOR CREDIT COMPANY LLC,9066000,0.7692477388043238
1501,713448FS2,coupon_maturity_name,1.0,1,1,PEPSICO INC,US713448FS27,6903000.0,0.023178232054,PEPSICO INC,9030000,0.7644518272425249
1502,437076BH4,coupon_maturity_name,1.0,1,1,HOME DEPOT INC,US437076BH45,11228000.0,0.031418062447,HOME DEPOT INC,10998000,1.0209128932533187
1503,674599ED3,coupon_maturity_name,0.6666666666666666,1,1,OCCIDENTAL PETROLEUM COR,US674599ED34,9963000.0,0.03566689362,OCCIDENTAL PETROLEUM CORPORATION,8391000,1.1873435824097247
1504,58933YBF1,coupon_maturity_name,1.0,1,1,MERCK & CO INC,US58933YBF16,16751000.0,0.034391310562,MERCK & CO INC,15241000,1.0990748638540777
1505,136385AL5,coupon_maturity_name,0.5,1,1,CANADIAN NATL RESOURCES,US136385AL51,8314000.0,0.029633943715,CANADIAN NATURAL RESOURCES LIMITED,8489000,0.9793850865826363
1506,04351LAD2,coupon_maturity_name,1.0,1,1,ASCENSION HEALTH,US04351LAD29,6081000.0,0.020145612283,ASCENSION HEALTH,9138000,0.6654629021667761
1507,75513ECN9,coupon_maturity_size,0.0,1,0,RTX CORP,US75513ECN94,6045000.0,0.017961148255,RAYTHEON TECHNOLOGIES CORPORATION,10187000,0.5934033572199863
1508,29379VBU6,coupon_maturity_name,1.0,1,1,ENTERPRISE PRODUCTS OPER,US29379VBU61,6698000.0,0.01986465178,ENTERPRISE PRODUCTS OPERATING LLC,10269000,0.6522543577758302
1509,29379VBJ1,coupon_maturity_name,1.0,1,1,ENTERPRISE PRODUCTS OPER,US29379VBJ17,7239000.0,0.021976596189,ENTERPRISE PRODUCTS OPERATING LLC,10177000,0.7113098162523337
1510,37045XED4,coupon_maturity_name,0.6666666666666666,1,1,GENERAL MOTORS FINL CO,US37045XED49,8101000.0,0.029037045942,GENERAL MOTORS FINANCIAL COMPANY I,8535000,0.9491505565319274
1511,91913YBG4,coupon_maturity_name,1.0,1,1,VALERO ENERGY CORP,US91913YBG44,7640000.0,0.025383129479,VALERO ENERGY CORPORATION,9080000,0.8414096916299559
1512,911312CD6,coupon_maturity_name,1.0,1,1,UNITED PARCEL SERVICE,US911312CD61,6837000.0,0.02348460401,UNITED PARCEL SERVICE INC,8850000,0.772542372881356
1513,,no_coupon_maturity_candidates,,0,0,,,,,MORGAN STANLEY MTN,8999000,
1514,718546AK0,coupon_maturity_name,1.0,1,1,PHILLIPS 66,US718546AK04,6530000.0,0.021333386551,PHILLIPS 66,9300000,0.7021505376344086
1515,36267VAH6,coupon_maturity_name,1.0,1,1,GE HEALTHCARE TECH INC,US36267VAH69,8975000.0,0.03126654895,GE HEALTHCARE TECHNOLOGIES INC,8548000,1.0499532054281704
1516,404119CR8,coupon_maturity_name,1.0,1,1,HCA INC,US404119CR82,7950000.0,0.025724670763,HCA INC,9539000,0.833420693993081
1517,37045XEV4,coupon_maturity_name,0.6666666666666666,1,1,GENERAL MOTORS FINL CO,US37045XEV47,9759000.0,0.034008642266,GENERAL MOTORS FINANCIAL COMPANY I,8613000,1.1330546847788228
1518,78016HZQ6,coupon_maturity_name,1.0,1,1,ROYAL BANK OF CANADA,US78016HZQ63,6012000.0,0.020390147999,ROYAL BANK OF CANADA MTN,8891000,0.6761894050163086
1519,539830CA5,coupon_maturity_name,1.0,1,1,LOCKHEED MARTIN CORP,US539830CA58,6587000.0,0.022045514558,LOCKHEED MARTIN CORPORATION,8940000,0.7368008948545861
1520,00206RNC2,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RNC24,11261000.0,0.036885550634,AT&T INC,9291000,1.212033150360564
1521,125523CX6,coupon_maturity_name,1.0,1,1,CIGNA GROUP/THE,US125523CX69,7849000.0,0.026250199551,CIGNA GROUP,8924000,0.8795383236216943
1522,65339KCU2,coupon_maturity_name,0.75,2,1,NEXTERA ENERGY CAPITAL,US65339KCU25,7823000.0,0.026636603839,NEXTERA ENERGY CAPITAL HOLDINGS IN,8774000,0.8916115796671985
1523,30303M8K1,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8K14,10543000.0,0.027284437603,META PLATFORMS INC,12100000,0.8713223140495868
1524,36828AAB7,coupon_maturity_name,1.0,1,1,GE VERNOVA INC,US36828AAB70,9462000.0,0.031317202697,GE VERNOVA INC,9032000,1.0476085031000886
1525,375558BJ1,coupon_maturity_name,1.0,1,1,GILEAD SCIENCES INC,US375558BJ18,11523000.0,0.035527341994,GILEAD SCIENCES INC,9760000,1.1806352459016394
1526,89236TGY5,coupon_maturity_name,1.0,2,1,TOYOTA MOTOR CREDIT CORP,US89236TGY55,7538000.0,0.024292601525,TOYOTA MOTOR CREDIT CORP MTN,9301000,0.8104504891947103
1527,03040WAD7,coupon_maturity_name,0.75,1,1,AMERICAN WATER CAPITAL C,US03040WAD74,8696000.0,0.032745548467,AMERICAN WATER CAPITAL CORP,8058000,1.0791759741871432
1528,87612EBS4,coupon_maturity_name,1.0,1,1,TARGET CORP,US87612EBS46,6537000.0,0.02135862589,TARGET CORPORATION,9182000,0.7119363972990634
1529,931142FN8,coupon_maturity_name,1.0,1,1,WALMART INC,US931142FN86,7973000.0,0.026895795943,WALMART INC,8887000,0.8971531450433217
1530,45866FAK0,coupon_maturity_name,0.5,2,1,INTERCONTINENTALEXCHANGE,US45866FAK03,10645000.0,0.032547614786,INTERCONTINENTAL EXCHANGE INC,9862000,1.0793956601095112
1531,49327M3H5,coupon_maturity_name,0.5,1,1,KEYBANK NATIONAL ASSN,US49327M3H53,5727000.0,0.019048909035,KEYBANK NATIONAL ASSOCIATION,8870000,0.6456595264937993
1532,20030NEB3,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NEB38,5690000.0,0.019802393886,COMCAST CORPORATION,8699000,0.6540981722037016
1533,548661EN3,coupon_maturity_name,0.5,2,1,LOWE'S COS INC,US548661EN31,8088000.0,0.026411087278,LOWES COMPANIES INC,9336000,0.8663239074550129
1534,674599EM3,coupon_maturity_name,0.6666666666666666,1,1,OCCIDENTAL PETROLEUM COR,US674599EM33,6386000.0,0.021709283637,OCCIDENTAL PETROLEUM CORPORATION,8949000,0.7135992848362945
1535,65339KCQ1,coupon_maturity_name,0.75,1,1,NEXTERA ENERGY CAPITAL,US65339KCQ13,8522000.0,0.026018795547,NEXTERA ENERGY CAPITAL HOLDINGS IN,9947000,0.856740725846989
1536,20030NDH1,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NDH17,10795000.0,0.029474617497,COMCAST CORPORATION,11336000,0.9522759350741002
1537,548661DN4,coupon_maturity_name,0.5,1,1,LOWE'S COS INC,US548661DN40,10452000.0,0.026274660922,LOWES COMPANIES INC,12139000,0.8610264436938793
1538,89352HAD1,coupon_maturity_name,1.0,1,1,TRANSCANADA PIPELINES,US89352HAD17,7237000.0,0.025843252204,TRANSCANADA PIPELINES LTD,8418000,0.8597053932050368
1539,94106LCF4,coupon_maturity_name,1.0,1,1,WASTE MANAGEMENT INC,US94106LCF40,9863000.0,0.03184624604,WASTE MANAGEMENT INC,9398000,1.0494786124707385
1540,78017DAM0,coupon_maturity_name,1.0,1,1,ROYAL BANK OF CANADA,US78017DAM02,5825000.0,0.019532231022,ROYAL BANK OF CANADA (FXD-FRN) MTN,8823000,0.6602062790434092
1541,91324PEQ1,coupon_maturity_name,1.0,1,1,UNITEDHEALTH GROUP INC,US91324PEQ19,6841000.0,0.023521111296,UNITEDHEALTH GROUP INC,8570000,0.7982497082847141
1542,459200LT6,coupon_maturity_size,0.0,1,0,IBM CORP,US459200LT67,7318000.0,0.024119279873,INTERNATIONAL BUSINESS MACHINES CO,9178000,0.7973414687295707
1543,29444UBE5,coupon_maturity_name,1.0,1,1,EQUINIX INC,US29444UBE55,7551000.0,0.024182759986,EQUINIX INC,9338000,0.8086313985864211
1544,50249AAR4,coupon_maturity_name,1.0,1,1,LYB INT FINANCE III,US50249AAR41,9058000.0,0.030790489564,LYB INTERNATIONAL FINANCE III LLC,8908000,1.0168387965873373
1545,47233JBH0,coupon_maturity_name,1.0,1,1,JEFFERIES FIN GROUP INC,US47233JBH05,7058000.0,0.022972081224,JEFFERIES GROUP LLC,9050000,0.779889502762431
1546,0778FPAL3,coupon_maturity_name,0.4,1,1,BELL CANADA,US0778FPAL33,5831000.0,0.019699912993,BELL TELEPHONE COMPANY OF CANADA O,8918000,0.6538461538461539
1547,345397B69,coupon_maturity_name,1.0,1,1,FORD MOTOR CREDI,US345397B694,6021000.0,0.018577502214,FORD MOTOR CREDIT COMPANY LLC,9771000,0.6162112373349709
1548,89236TPS8,coupon_maturity_name,1.0,1,1,TOYOTA MOTOR CREDIT CORP,US89236TPS86,8624000.0,0.028511396044,TOYOTA MOTOR CREDIT CORP MTN,9014000,0.956733969380963
1549,22822VBE0,coupon_maturity_name,1.0,1,1,CROWN CASTLE INC,US22822VBE02,8041000.0,0.027846154498,CROWN CASTLE INC,8591000,0.9359795134443022
1550,404121AK1,coupon_maturity_name,1.0,1,1,HCA INC,US404121AK12,9785000.0,0.03317875692,HCA INC,8774000,1.1152268064736721
1551,36266GAC1,coupon_maturity_name,1.0,1,1,GE HEALTHCARE TECH INC,US36266GAC15,5965000.0,0.020369546752,GE HEALTHCARE TECHNOLOGIES INC,8814000,0.6767642387111413
1552,651639AZ9,coupon_maturity_name,1.0,1,1,NEWMONT CORP,US651639AZ99,6068000.0,0.018374522418,NEWMONT CORPORATION,10003000,0.6066180145956214
1553,097023DC6,coupon_maturity_name,1.0,1,1,BOEING CO,US097023DC69,8682000.0,0.027780848795,BOEING CO,9231000,0.940526486837829
1554,842400JE4,coupon_maturity_name,1.0,1,1,SOUTHERN CAL EDISON,US842400JE48,4752000.0,0.016279389171,SOUTHERN CALIFORNIA EDISON COMPANY,8694000,0.546583850931677
1555,65473QBF9,coupon_maturity_name,1.0,1,1,NISOURCE INC,US65473QBF90,8257000.0,0.022806886669,NISOURCE INC,11068000,0.7460245753523672
1556,023135AP1,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135AP19,7137000.0,0.024143256567,AMAZON.COM INC,8999000,0.7930881209023225
1557,13645RBH6,coupon_maturity_name,1.0,1,1,CANADIAN PACIFIC RAILWAY,US13645RBH66,13115000.0,0.028819969579,CANADIAN PACIFIC RAILWAY COMPANY,13938000,0.940952790931267
1558,68389XAH8,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XAH89,10219000.0,0.033742449021,ORACLE CORPORATION,9641000,1.0599522871071465
1559,404119BY4,coupon_maturity_name,1.0,1,1,HCA INC,US404119BY43,8596000.0,0.02735491305,HCA INC,9459000,0.9087641399725129
1560,05526DBZ7,coupon_maturity_name,1.0,1,1,BAT CAPITAL CORP,US05526DBZ78,8192000.0,0.029071755406,BAT CAPITAL CORP,8278000,0.9896110171539019
1561,87264ADY8,coupon_maturity_name,1.0,2,1,T-MOBILE USA INC,US87264ADY82,7994000.0,0.02575524783,T-MOBILE USA INC,9692000,0.8248039620305406
1562,097023CR4,coupon_maturity_name,1.0,1,1,BOEING CO,US097023CR48,6672000.0,0.016003899358,BOEING CO,12655000,0.5272224417226393
1563,20826FBJ4,coupon_maturity_name,1.0,1,1,CONOCOPHILLIPS COMPANY,US20826FBJ49,13092000.0,0.04425168107,CONOCOPHILLIPS CO,8835000,1.4818336162988115
1564,65535HAX7,coupon_maturity_name,1.0,1,1,NOMURA HOLDINGS INC,US65535HAX70,5853000.0,0.017617359829,NOMURA HOLDINGS INC,9940000,0.5888329979879275
1565,08576PAQ4,coupon_maturity_name,1.0,1,1,BERRY GLOBAL INC,US08576PAQ46,5915000.0,0.020258358292,BERRY GLOBAL INC,8707000,0.6793384633053865
1566,,no_coupon_maturity_candidates,,0,0,,,,,CANADIAN IMPERIAL BANK OF COMMERCE,8820000,
1567,55336VBV1,coupon_maturity_name,1.0,1,1,MPLX LP,US55336VBV18,6297000.0,0.021091408897,MPLX LP,8796000,0.715893587994543
1568,46625HJU5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46625HJU59,4909000.0,0.015205951667,JPMORGAN CHASE & CO,9581000,0.5123682287861392
1569,370334DA9,coupon_maturity_name,1.0,1,1,GENERAL MILLS INC,US370334DA90,9452000.0,0.031951406641,GENERAL MILLS INC,8619000,1.096646942800789
1570,91324PAR3,coupon_maturity_name,1.0,1,1,UNITEDHEALTH GROUP INC,US91324PAR38,5708000.0,0.020136342275,UNITEDHEALTH GROUP INC,8348000,0.6837565884044082
1571,742718FQ7,coupon_maturity_name,1.0,1,1,PROCTER & GAMBLE CO/THE,US742718FQ70,9254000.0,0.027841342008,PROCTER & GAMBLE CO,9855000,0.939015728056824
1572,907818GB8,coupon_maturity_name,1.0,1,1,UNION PACIFIC CORP,US907818GB82,8642000.0,0.02891400292,UNION PACIFIC CORPORATION,8966000,0.9638634842739238
1573,125523CL2,coupon_maturity_name,1.0,1,1,CIGNA GROUP/THE,US125523CL22,10142000.0,0.031483239989,CIGNA GROUP,9493000,1.0683661645422944
1574,857477DB6,coupon_maturity_name,1.0,1,1,STATE STREET CORP,US857477DB68,7902000.0,0.026870484279,STATE STREET CORP,8674000,0.910998385981093
1575,68389XBE4,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XBE40,10927000.0,0.031544211969,ORACLE CORPORATION,10724000,1.018929503916449
1576,404119CB3,coupon_maturity_name,1.0,1,1,HCA INC,US404119CB31,10477000.0,0.023541507356,HCA INC,13595000,0.7706509746230231
1577,345397D42,coupon_maturity_name,1.0,1,1,FORD MOTOR CREDIT CO LLC,US345397D427,7153000.0,0.025450306133,FORD MOTOR CREDIT COMPANY LLC,8327000,0.859012849765822
1578,86562MED8,coupon_maturity_name,1.0,1,1,SUMITOMO MITSUI FINL GRP,US86562MED83,5541000.0,0.018335725851,SUMITOMO MITSUI FINANCIAL FXD-FRN,8992000,0.6162144128113879
1579,444859BY7,coupon_maturity_name,1.0,1,1,HUMANA INC,US444859BY76,5954000.0,0.020666890451,HUMANA INC,8428000,0.7064546748932131
1580,86562MEF3,coupon_maturity_name,0.6666666666666666,1,1,SUMITOMO MITSUI FINL GRP,US86562MEF32,9291000.0,0.030742665849,SUMITOMO MITSUI FINANCIAL GROUP IN,9077000,1.0235760713892255
1581,256677AG0,coupon_maturity_name,1.0,1,1,DOLLAR GENERAL CORP,US256677AG02,7777000.0,0.024884626638,DOLLAR GENERAL CORP,9142000,0.8506891271056661
1582,74432QCF0,coupon_maturity_name,1.0,1,1,PRUDENTIAL FINANCIAL INC,US74432QCF00,10328000.0,0.025222891961,PRUDENTIAL FINANCIAL INC MTN,12243000,0.8435840888671078
1583,717081FD0,coupon_maturity_name,1.0,2,1,PFIZER INC,US717081FD01,11011000.0,0.036595019177,PFIZER INC,8883000,1.239558707643814
1584,695114DA3,coupon_maturity_name,1.0,1,1,PACIFICORP,US695114DA39,8464000.0,0.026016653734,PACIFICORP,9836000,0.8605124034160228
1585,58933YCC7,coupon_maturity_name,1.0,1,1,MERCK & CO INC,US58933YCC75,7546000.0,0.025048753057,MERCK & CO INC,9177000,0.8222730739893211
1586,037833EK2,coupon_maturity_name,1.0,1,1,APPLE INC,US037833EK23,13572000.0,0.028118444703,APPLE INC,14622000,0.9281903980303652
1587,56585ABK7,coupon_maturity_name,1.0,1,1,MARATHON PETROLEUM CORP,US56585ABK79,11659000.0,0.039826632237,MARATHON PETROLEUM CORP,8529000,1.3669832336733498
1588,20030NCL3,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NCL38,5984000.0,0.018382903454,COMCAST CORPORATION,9905000,0.6041393235739525
1589,92840VBC5,coupon_maturity_name,1.0,1,1,VISTRA OPERATIONS CO LLC,US92840VBC54,7609000.0,0.025391117268,VISTRA OPERATIONS COMPANY LLC 144A,8810000,0.863677639046538
1590,91324PEJ7,coupon_maturity_name,1.0,1,1,UNITEDHEALTH GROUP INC,US91324PEJ75,11238000.0,0.036714473137,UNITEDHEALTH GROUP INC,9036000,1.2436918990703851
1591,29250NCC7,coupon_maturity_name,1.0,1,1,ENBRIDGE INC,US29250NCC74,8914000.0,0.030993318703,ENBRIDGE INC,8491000,1.0498174537745848
1592,254687GA8,coupon_maturity_name,1.0,1,1,WALT DISNEY COMPANY/THE,US254687GA88,10227000.0,0.02482542592,WALT DISNEY CO,12443000,0.82190790002411
1593,20826FBE5,coupon_maturity_name,1.0,1,1,CONOCOPHILLIPS COMPANY,US20826FBE51,9110000.0,0.02856183977,CONOCOPHILLIPS CO,9619000,0.947083896454933
1594,26875PBB6,coupon_maturity_name,1.0,2,1,EOG RESOURCES INC,US26875PBB67,10638000.0,0.035349897179,EOG RESOURCES INC,8909000,1.194073408912336
1595,67066GAN4,coupon_maturity_name,1.0,1,1,NVIDIA CORP,US67066GAN43,10308000.0,0.03098839709,NVIDIA CORPORATION,9890000,1.0422649140546005
1596,10373QBL3,coupon_maturity_name,1.0,1,1,BP CAP MARKETS AMERICA,US10373QBL32,10670000.0,0.034792445712,BP CAPITAL MARKETS AMERICA INC,9003000,1.1851605020548706
1597,04686JAL5,coupon_maturity_name,1.0,1,1,ATHENE HOLDING LTD,US04686JAL52,8177000.0,0.02711273941,ATHENE HOLDING LTD,9110000,0.8975850713501646
1598,45866FBA1,coupon_maturity_name,0.5,2,1,INTERCONTINENTALEXCHANGE,US45866FBA12,7435000.0,0.025645135665,INTERCONTINENTAL EXCHANGE INC,8582000,0.8663481705896061
1599,87264ADF9,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ADF93,10285000.0,0.034796897724,T-MOBILE USA INC,8729000,1.1782563867567877
1600,00774MBE4,coupon_maturity_name,0.6,1,1,AERCAP IRELAND CAP/GLOBA,US00774MBE49,6400000.0,0.022531571589,AERCAP IRELAND CAPITAL DAC,8275000,0.7734138972809668
1601,03040WBG9,coupon_maturity_name,0.75,1,1,AMERICAN WATER CAPITAL C,US03040WBG96,7456000.0,0.024720484506,AMERICAN WATER CAPITAL CORP,8941000,0.8339111956157029
1602,375558CL5,coupon_maturity_name,1.0,1,1,GILEAD SCIENCES INC,US375558CL54,6806000.0,0.022859653185,GILEAD SCIENCES INC,8766000,0.7764088523842118
1603,21036PBH0,coupon_maturity_name,1.0,1,1,CONSTELLATION BRANDS INC,US21036PBH01,9461000.0,0.028038350219,CONSTELLATION BRANDS INC,9841000,0.9613860380042678
1604,49326EEN9,coupon_maturity_name,1.0,1,1,KEYCORP,US49326EEN94,7509000.0,0.02470219074,KEYCORP MTN,8929000,0.8409676335535894
1605,191216CT5,coupon_maturity_name,1.0,1,1,COCA-COLA CO/THE,US191216CT51,9130000.0,0.029777492492,COCA-COLA CO,8944000,1.0207960644007155
1606,25160PAR8,coupon_maturity_name,0.6666666666666666,1,1,DEUTSCHE BANK NY,US25160PAR82,8227000.0,0.027204415142,DEUTSCHE BANK AG (NEW YORK BRANCH),8735000,0.9418431597023469
1607,24422EXN4,coupon_maturity_name,1.0,1,1,JOHN DEERE CAPITAL CORP,US24422EXN48,6875000.0,0.023439961704,JOHN DEERE CAPITAL CORP MTN,8510000,0.8078730904817861
1608,57636QBB9,coupon_maturity_name,1.0,1,1,MASTERCARD INC,US57636QBB95,8627000.0,0.028680406739,MASTERCARD INC,8918000,0.967369365328549
1609,78081BAU7,coupon_maturity_name,1.0,1,1,ROYALTY PHARMA PLC,US78081BAU70,6670000.0,0.022227403059,ROYALTY PHARMA PLC,8762000,0.7612417256334171
1610,970648AM3,coupon_maturity_name,1.0,1,1,WILLIS NORTH AMERICA INC,US970648AM30,7090000.0,0.02412035872,WILLIS NORTH AMERICA INC,8593000,0.8250901896892819
1611,594918CA0,coupon_maturity_name,1.0,1,1,MICROSOFT CORP,US594918CA09,7133000.0,0.020470467948,MICROSOFT CORPORATION,10436000,0.6834994250670755
1612,05946KAR2,coupon_maturity_name,1.0,1,1,BANCO BILBAO VIZCAYA ARG,US05946KAR23,7099000.0,0.024868196637,BANCO BILBAO VIZCAYA ARGENTARIA SA,8283000,0.8570566219968611
1613,87612GAF8,coupon_maturity_name,1.0,1,1,TARGA RESOURCES CORP,US87612GAF81,7390000.0,0.02693586056,TARGA RESOURCES CORP,8017000,0.9217911937133592
1614,58013MEF7,coupon_maturity_name,0.5,1,1,MCDONALD'S CORP,US58013MEF77,6338000.0,0.023190280957,MCDONALDS CORPORATION MTN,7940000,0.7982367758186398
1615,63307A3Q6,coupon_maturity_name,1.0,1,1,NATIONAL BANK OF CANADA,US63307A3Q68,4165000.0,0.013985338618,NATIONAL BANK OF CANADA MTN,8749000,0.47605440621785344
1616,00206RND0,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RND07,8508000.0,0.027136190934,AT&T INC,9469000,0.8985109304044777
1617,58933YBY0,coupon_maturity_name,1.0,1,1,MERCK & CO INC,US58933YBY05,7095000.0,0.023496406595,MERCK & CO INC,8871000,0.7997970916469395
1618,24703DBN0,coupon_maturity_name,0.6666666666666666,2,1,DELL INT LLC / EMC CORP,US24703DBN03,5817000.0,0.019966084515,DELL INTERNATIONAL LLC,8540000,0.6811475409836065
1619,832696AY4,coupon_maturity_size,0.25,1,0,JM SMUCKER CO,US832696AY47,6064000.0,0.021724667057,J M SMUCKER CO,8174000,0.7418644482505505
1620,674599DD4,coupon_maturity_name,0.6666666666666666,1,1,OCCIDENTAL PETROLEUM COR,US674599DD43,5402000.0,0.020211397929,OCCIDENTAL PETROLEUM CORPORATION,7773000,0.6949697671426733
1621,66989HAK4,coupon_maturity_name,1.0,1,1,NOVARTIS CAPITAL CORP,US66989HAK41,9544000.0,0.02652269934,NOVARTIS CAPITAL CORP,10712000,0.8909634055265123
1622,55336VCB4,coupon_maturity_name,1.0,2,1,MPLX LP,US55336VCB45,7022000.0,0.023281428127,MPLX LP,8805000,0.7975014196479273
1623,742718FM6,coupon_maturity_name,1.0,1,1,PROCTER & GAMBLE CO/THE,US742718FM66,9188000.0,0.027021837449,PROCTER & GAMBLE CO,9902000,0.9278933548778024
1624,87612GAD3,coupon_maturity_name,1.0,1,1,TARGA RESOURCES CORP,US87612GAD34,6806000.0,0.024093787601,TARGA RESOURCES CORP,8275000,0.8224773413897281
1625,16411QAW1,coupon_maturity_name,1.0,1,1,CHENIERE ENERGY PARTNERS,US16411QAW15,8459000.0,0.028953374384,CHENIERE ENERGY PARTNERS LP,8552000,0.9891253507951356
1626,,no_coupon_maturity_candidates,,0,0,,,,,ACCENTURE CAPITAL INC,8712000,
1627,075887CL1,coupon_maturity_name,1.0,1,1,BECTON DICKINSON & CO,US075887CL11,7121000.0,0.021134467634,BECTON DICKINSON AND COMPANY,9751000,0.7302840734283663
1628,,no_coupon_maturity_candidates,,0,0,,,,,JPMORGAN CHASE & CO,8675000,
1629,94106LCD9,coupon_maturity_name,1.0,1,1,WASTE MANAGEMENT INC,US94106LCD91,6050000.0,0.020494811768,WASTE MANAGEMENT INC,8521000,0.7100105621405939
1630,126650EE6,coupon_maturity_name,1.0,1,1,CVS HEALTH CORP,US126650EE63,5057000.0,0.017051964929,CVS HEALTH CORP,8774000,0.5763619785730567
1631,855244AW9,coupon_maturity_name,1.0,1,1,STARBUCKS CORP,US855244AW96,8330000.0,0.025707201737,STARBUCKS CORPORATION,9371000,0.8889126027104898
1632,172967NF4,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967NF48,9611000.0,0.023428722029,CITIGROUP INC,12117000,0.7931831311380705
1633,92343VFX7,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VFX73,5699000.0,0.016931862942,VERIZON COMMUNICATIONS INC,9816000,0.5805827220863896
1634,92556VAD8,coupon_maturity_name,1.0,1,1,VIATRIS INC,US92556VAD82,8467000.0,0.025983046487,VIATRIS INC,9467000,0.8943699165522341
1635,904764AH0,coupon_maturity_name,1.0,1,1,UNILEVER CAPITAL CORP,US904764AH00,7591000.0,0.02736544285,UNILEVER CAPITAL CORP,8085000,0.9388991960420532
1636,654106AM5,coupon_maturity_name,1.0,1,1,NIKE INC,US654106AM50,11011000.0,0.026114149016,NIKE INC,12482000,0.8821502964268547
1637,446150BE3,coupon_maturity_name,1.0,1,1,HUNTINGTON BANCSHARES,US446150BE30,5766000.0,0.01964356497,HUNTINGTON BANCSHARES INC,8571000,0.6727336366818341
1638,054989AA6,coupon_maturity_name,1.0,1,1,BAT CAPITAL CORP,US054989AA67,5134000.0,0.018292980518,BAT CAPITAL CORP,7986000,0.6428750313047834
1639,278058EA6,coupon_maturity_name,1.0,1,1,EATON CORP,US278058EA64,8113000.0,0.0267620085,EATON CORPORATION,8939000,0.9075959279561472
1640,12189LBM2,coupon_maturity_name,0.6,1,1,BURLINGTN NORTH SANTA FE,US12189LBM28,6053000.0,0.020565104659,BURLINGTON NORTHERN SANTA FE LLC,8622000,0.702041289723962
1641,472140AK8,coupon_maturity_size,0.25,1,0,JBS NV/USA FOODS/FOOD CO,US472140AK81,8594000.0,0.028148534272,JBS NV,9037000,0.950979307292243
1642,036752AZ6,coupon_maturity_name,1.0,1,1,ELEVANCE HEALTH INC,US036752AZ60,7778000.0,0.0265500723,ELEVANCE HEALTH INC,8556000,0.9090696587190276
1643,29444UBH8,coupon_maturity_name,1.0,1,1,EQUINIX INC,US29444UBH86,6320000.0,0.019137937258,EQUINIX INC,9602000,0.6581962091230994
1644,79466LAX2,coupon_maturity_name,1.0,1,1,SALESFORCE INC,US79466LAX29,6849000.0,0.023740420162,SALESFORCE INC,8682000,0.7888735314443677
1645,,no_coupon_maturity_candidates,,0,0,,,,,DELL INTERNATIONAL LLC,8775000,
1646,89352HBA6,coupon_maturity_name,1.0,1,1,TRANSCANADA PIPELINES,US89352HBA68,11228000.0,0.036936728746,TRANSCANADA PIPELINES LTD,8751000,1.2830533653296765
1647,56501RAN6,coupon_maturity_name,1.0,1,1,MANULIFE FINANCIAL CORP,US56501RAN61,8398000.0,0.026762162851,MANULIFE FINANCIAL CORP,9023000,0.9307325723151945
1648,87612EBT2,coupon_maturity_name,1.0,1,1,TARGET CORP,US87612EBT29,6989000.0,0.02353369383,TARGET CORPORATION,8610000,0.8117305458768873
1649,911312CJ3,coupon_maturity_name,1.0,1,1,UNITED PARCEL SERVICE,US911312CJ32,6003000.0,0.020596686436,UNITED PARCEL SERVICE INC,8473000,0.708485778354774
1650,05946KAU5,coupon_maturity_name,1.0,1,1,BANCO BILBAO VIZCAYA ARG,US05946KAU51,6741000.0,0.022025003331,BANCO BILBAO VIZCAYA ARGENTARIA SA,8798000,0.7661968629233917
1651,655844CS5,coupon_maturity_name,1.0,1,1,NORFOLK SOUTHERN CORP,US655844CS56,7292000.0,0.022994378118,NORFOLK SOUTHERN CORPORATION,9160000,0.7960698689956331
